symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
CHRM5	1954	15	none	0	0	0	0	0	1	0	0	0	0	0	1	0.127541914043062	0.537785854954211	0.013087895	0.09908399670007	0.249382324269362	1	1	NA	1	0.09908399670007	0.19502214862046	1	1	NA	1	NA	NA	0
CHRNA1	1955	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.115253316128874	0.444526966190105	0.007659448	0.117841519436344	0.269384745525787	1	1	NA	1	0.117841519436344	0.210664456801156	1	1	NA	1	NA	NA	0
CHRNA10	13800	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.109207886870824	0.397363688380131	0.003618612	0.2886556	0.311666624689419	1	0.371292116134408	NA	1	0.2886556	0.243729763038722	0.350622973973094	0.280685905117787	NA	0.350622973973094	NA	NA	0
CHRNA2	1956	8	discordant	0	0	0	0	0	3	0	0	0	0	0	4	0.111920544041399	0.418570560982105	0.010686687	0.60263369670007	0.303457273904202	0.152338312966048	0.08296756933806	0.331997668002332	0.126484970888002	0.5045497	0.237309880500523	0.152555443462437	0.095506714451597	0.724573275426725	0.152555443462437	NA	NA	0
CHRNA3	1957	15	none	0	1	0	0	0	0	0	0	0	0	0	0	0.005885685767515	0.376307317759591	0.010963868	0.647014278390574	0.287811213764736	0.128954261687994	1	NA	0.128954261687994	0.647014278390574	0.225074337044173	0.086884583606259	1	NA	0.086884583606259	NA	NA	0
CHRNA4	1958	20	consensus	0	0	0	0	0	4	0	0	0	0	0	3	0.135398262704359	0.594047705901913	0.011691608	0.799165093400139	0.437671807939152	0.151402769399321	0.083823782105721	0.341221658778341	0.13026321898041	0.003	0.342268429107671	1	1	NA	1	NA	NA	0
CHRNA5	1959	15	none	0	1	0	0	0	2	0	0	0	0	0	0	0.005134450496614	0.322656917063669	0.003510123	1.17942647839057	0.238307972370715	0.00622541719803	0.081737474058067	0.763078236921763	0.00622541719803	0.931731478390574	0.186361775804621	0.012745149437154	0.242217075960058	NA	0.012745149437154	NA	NA	0
CHRNA6	15963	8	none	0	0	0	0	0	0	0	0	0	0	0	0	0.110567355389873	0.407996602563838	0.002413998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHRNA7	1960	15	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.127565125467787	0.537956654875838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHRNA9	14079	4	none	0	0	0	0	0	1	0	0	0	0	0	1	0.108752701308578	0.393802563943599	0.011455537	0.2784528	0.231514109049594	0.353292229766931	0.274674824575786	NA	0.353292229766931	0.2784528	0.181048833814042	0.276537092732924	0.210657393502167	NA	0.276537092732924	NA	NA	0
CHRNB1	1961	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.128154076157876	0.542282083991253	0.006637998	0.145265527723487	0.330647087757653	1	1	NA	1	0.145265527723487	0.258572878725541	1	1	NA	1	NA	NA	0
CHRNB2	1962	1	consensus	0	0	0	0	0	1	0	0	0	0	0	1	0.116478409625396	0.454022488697428	0.108195456	0.414034915281444	0.670713124413999	1	1	NA	1	0.001	0.524511570795521	1	1	NA	1	NA	NA	0
CHRNB3	1963	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.110367659087331	0.406435150597496	0.001846002	0.2641532	0.226459110972841	0.374888440946942	0.295304245775634	NA	0.374888440946942	0.2641532	0.177095720500623	0.298484531425804	0.231011391768394	NA	0.298484531425804	NA	NA	0
CHRNB4	1964	15	none	0	0	0	0	0	1	0	0	0	0	0	0	0.114501140313636	0.438683059581556	0.023603192	0.3059482	0.298165809019666	0.394995073301674	0.310963216508885	NA	0.394995073301674	0.3059482	0.233171845240185	0.300305554576441	0.228059539475009	NA	0.300305554576441	NA	NA	0
CHRND	1965	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.14254247760282	0.642118891013134	0.002320373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHRNE	1966	17	none	0	0	0	0	0	0	0	0	0	0	0	2	0.146052187748932	0.664519873143501	0.017506115	0.002	0.37068127259192	1	1	NA	1	0.002	0.289880441390705	1	1	NA	1	NA	NA	0
CHRNG	1967	2	none	0	0	0	0	0	1	0	0	0	0	0	2	0.155733170340272	0.721829685739956	0.007376061	0.3065297	0.311057264227804	1	0.273756133807839	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CHST1	1969	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.098357738689883	0.313050924287841	0.108201787	0.09808399670007	0.316785844412662	1	1	NA	1	0.09808399670007	0.247733099011356	1	1	NA	1	NA	NA	0
CHST10	19650	2	none	0	0	0	0	0	0	0	1	0	0	0	0	0.00494051700308	0.308347425061183	0.008180143	0.400376939394758	0.253920596508726	0.251212100589356	1	NA	0.251212100589356	0.400376939394758	0.198571171614526	0.184564712307904	1	NA	0.184564712307904	NA	NA	0
CHST11	17422	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.083702616477462	0.380751301771628	0.052137292	0.2075992	0.238455948510605	1	0.406846072852759	NA	1	0.2075992	0.186477496214359	0.379804030172766	0.330870673779965	NA	0.379804030172766	NA	NA	0
CHST12	17423	7	none	0	1	0	0	0	2	0	0	0	0	0	0	0.003794386457255	0.399365464336002	0.004488956	0.920946749148633	0.247784930945783	0.019274648261746	0.293040909605156	0.368139631860368	0.019274648261746	0.647014278390574	0.193772953918834	0.050448294760619	1	NA	0.050448294760619	NA	NA	0
CHST13	21755	3	none	0	0	0	0	0	3	0	0	0	0	0	0	0.065576279969006	0.226457981685762	0.001930588	0.435682693400139	0.246123552685441	0.172311819214262	0.131071328104806	0.982775017224983	0.172311819214262	0.33759869670007	0.192473721669907	0.19137982459058	0.156321156711709	0.697173302826697	0.19137982459058	NA	NA	0
CHST14	24464	15	none	0	0	0	0	0	1	0	1	0	0	0	0	0.003234125858752	0.342733219568557	0.0870307	0.566401656412562	0.271168065101409	0.145960556464601	1	NA	0.145960556464601	0.566401656412562	0.212059049687135	0.097643853799867	1	NA	0.097643853799867	NA	NA	0
CHST15	18137	10	none	0	0	0	0	0	1	0	1	0	0	0	0	0.009019736772334	0.564884106397641	0.027304907	0.498460936094828	0.374539479134914	0.304572887081671	1	NA	0.304572887081671	0.498460936094828	0.292897638908776	0.219822812952087	1	NA	0.219822812952087	NA	NA	0
CHST2	1970	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.116882380829161	0.457146783205801	0.024837381	0.176256501780271	0.391966281191024	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CHST3	1971	10	none	0	0	1	0	0	3	0	0	0	0	0	2	0.095396822606174	0.290541843418549	0.037600054	0.495905404667176	0.363350327743857	0.29471627302054	1	0.505584494415506	0.29471627302054	0.297506579428415	0.284147490509459	0.408060471487285	0.361310044479268	0.505784494215506	0.408060471487285	NA	NA	0
CHST4	1972	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.099929864594293	0.32512537729837	0.007278226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHST5	1973	16	none	0	0	0	0	0	1	0	0	0	0	0	2	0.097766099918889	0.308527353952955	0.020379915	0.120264663044956	0.245482498737897	1	1	NA	1	0.002	0.191972404190419	1	1	NA	1	NA	NA	0
CHST6	6938	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.091683550920417	0.449876587114376	0.010391177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHST7	13817	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.079920406789081	0.347782985749852	NA	0.405347113906711	0.431354483841483	1	0.409773446259305	NA	1	0.405347113906711	0.328545334345529	0.361576712554344	0.326170764429863	NA	0.361576712554344	NA	NA	0
CHST8	15993	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.092329823617175	0.455404515182504	0.010601351	0.25751	0.292896819803457	1	0.415559785695479	NA	1	0.25751	0.229051386418519	0.373690852398943	0.321539942568667	NA	0.373690852398943	NA	NA	0
CHST9	19898	18	none	0	0	0	0	0	0	0	0	0	0	0	0	0.113986783558078	0.434681473057186	0.007322293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHSY1	17198	15	none	0	0	0	0	0	1	0	0	0	0	0	1	0.17621877443965	0.820528921871073	0.098480254	0.103870966386514	0.467196351165406	1	1	NA	1	0.103870966386514	0.365357234113768	1	1	NA	1	NA	NA	0
CHSY3	24293	5	none	0	0	0	0	0	2	0	0	0	0	0	0	0.202367451394275	0.816266599161489	0.036663144	0.587676802248019	0.653377915707502	1	0.355872528663122	0.957022042977957	0.707418189024014	0.587676802248019	0.510955078134581	0.381808218894004	0.265762447785468	0.957232042767957	0.381808218894004	NA	NA	0
CHTF18	18435	16	none	0	1	0	0	0	13	0	0	0	0	0	2	0.040259075431348	0.967724199366463	NA	2.32885863079283	0.789220970653099	0.004471096464816	0.002218496867683	0.295784704215296	0.004471096464816	1.89445260432454	0.617187163861888	0.007311496716959	0.008812202435472	0.459311540688459	0.007311496716959	NA	NA	0
CHTF8	24353	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027175047424695	0.077551415054034	0.028486945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHTOP	24511	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.112485402539196	0.422979830103369	0.285820351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CHUK	1974	10	none	0	0	1	0	0	1	0	0	0	0	0	0	0.204613766551154	0.825045019043906	0.094804174	0.467322825238761	0.390444576977563	0.343515757799782	0.449815429318221	NA	0.343515757799782	0.467322825238761	0.305335755220268	0.250477528310195	0.358514670826101	NA	0.250477528310195	NA	NA	0
CHURC1	20099	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.047303011859	0.098089176667169	0.002667466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIAO1	14280	2	none	0	0	0	0	0	0	0	0	0	0	0	1	0.093061116454832	0.461641698466976	0.009904127	0.001	0.230161857807671	1	1	NA	1	0.001	0.179991345303391	1	1	NA	1	NA	NA	0
CIAPIN1	28050	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084486544976903	0.387584694380782	0.03685822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIART	25200	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.085586399963385	0.397164021908208	0.106388022	0.2115171	0.152261186721152	0.284797980251399	0.225728174845547	NA	0.284797980251399	NA	NA	NA	NA	NA	NA	NA	NA	0
CIB1	16920	15	none	0	1	0	0	0	1	0	0	0	0	0	0	0.001928252866879	0.194052932511737	0.019759221	0.745098275090644	0.122444695464312	0.013591416863873	0.350180624900425	NA	0.013591416863873	0.745098275090644	0.09575429079262	0.008061902693638	0.28616786076292	NA	0.008061902693638	NA	NA	0
CIB2	24579	15	none	0	0	0	0	0	1	0	0	0	0	0	1	0.056312450640845	0.156104361314146	0.007164013	0.3015777	0.147616931141985	0.185926467655018	0.122623329580743	NA	0.185926467655018	0.3005777	0.115439501048893	0.143493805523622	0.090316427721638	NA	0.143493805523622	NA	NA	0
CIB3	24580	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053443139455302	0.136352401265534	0.000624988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIB4	33703	2	none	0	0	0	0	0	1	0	0	1	0	0	1	0.001934934848477	0.194860345095347	0.001866529	0.28594709670007	0.08407627171332	0.097591736515877	0.276879893377115	NA	0.097591736515877	0.28494709670007	0.065749387834797	0.073458435323799	0.223935035231576	NA	0.073458435323799	NA	NA	0
CIC	14214	19	discordant	0	1	0	0	0	6	0	0	3	0	0	1	3.83E-05	0.988789910612687	0.15442757	5.55763714881109	2.03500523520769	0.001911592113973	0.229171345725073	0.031193968806031	0.001911592113973	3.25682651021847	1.59141629057649	0.042527251565239	0.286806430854617	0.045787954212046	0.042527251565239	NA	NA	0
CIDEA	1976	18	none	0	0	0	0	0	1	0	0	0	0	0	0	0.061004401304417	0.190612251880926	0.007955101	0.268924	0.120906318657633	0.180076322959527	0.133961471174024	NA	0.180076322959527	0.268924	0.094551248230942	0.137487869177277	0.101128566961343	NA	0.137487869177277	NA	NA	0
CIDEB	1977	14	none	0	0	0	0	0	2	0	0	0	0	0	0	0.067535578836428	0.242370443134747	0.000705806	0.30345689670007	0.134241228510701	0.174675732237559	0.103054648601904	0.286395713604286	0.133490034816754	0.2053729	0.104979424240708	0.214214666624432	0.162132052933669	NA	0.214214666624432	NA	NA	0
CIDEC	24229	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.064167776688432	0.21521020961588	0.004600059	0.09808399670007	0.112042108507084	1	0.404179365181897	NA	1	0.09808399670007	0.087619252090284	0.372982313773371	0.332985232831593	NA	0.372982313773371	NA	NA	0
CIITA	7067	16	none	0	0	0	0	0	4	0	0	1	0	0	4	0.038934824782099	0.963432953398556	0.012062837	0.682417986800278	0.471586056319897	0.230974279234396	0.345764076504982	0.457470542529458	0.230974279234396	0.296251990100209	0.368790074566863	1	0.392071168589885	0.572652427347573	0.559906597003671	NA	NA	0
CILP	1980	15	none	0	0	0	0	0	2	0	0	0	0	0	0	0.241697421085821	0.928671484531963	0.003607698	0.226097391033119	0.547192721954716	1	1	0.589470410529589	0.901023651330792	0.226097391033119	0.427916054827614	1	1	0.590677409322591	0.901660352431508	NA	NA	0
CILP2	24213	19	none	0	0	0	0	0	3	0	0	0	0	0	4	0.262562792205822	0.959899860434041	0.019584543	0.67984999670007	0.84622954771626	1	0.429468933644244	0.993953006046994	0.790255733848053	0.67884999670007	0.661769053220829	0.423989712626522	0.275061664803577	0.993951006048994	0.423989712626522	NA	NA	0
CINP	23789	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.072158077998736	0.280934091233699	0.02400659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIP2A	29302	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.22182442307737	0.882232601414495	0.005805388	0.171979658363459	0.390485033138101	1	1	NA	1	0.171979658363459	0.305367392776682	1	1	NA	1	NA	NA	0
CIPC	20365	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.078581941415008	0.336145031839747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIR1	24217	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.138574571382911	0.615813649263113	0.014913217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIRBP	1982	19	none	0	0	0	0	0	3	0	0	0	0	0	1	0.069690983638745	0.26019191606868	0.099247046	0.525941996623035	0.17717427478276	0.089818041747066	0.00796057556554	0.790898209101791	0.038203150601882	0.395203444233898	0.138553956659272	0.096511905114456	0.01843418966692	0.197556802443198	0.024091514122438	NA	NA	0
CISD1	30880	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.037115779462983	0.048473316612604	0.06394507	0.2494665	0.064030194419632	0.112040826188872	0.068230106240503	NA	0.112040826188872	0.2494665	0.050072939727736	0.087918980376879	0.053018715478924	NA	0.087918980376879	NA	NA	0
CISD2	24212	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031144994946776	0.028101846026837	0.155457467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CISD3	27578	17	none	0	0	0	0	0	1	1	0	0	0	0	0	0.000524821947449	0.031300822263961	NA	0.626000739394758	0.079040235323092	0.013443790317889	0.122351851059698	NA	0.013443790317889	0.626000739394758	0.061811102953418	0.009716697426008	0.093940608735071	NA	0.009716697426008	NA	NA	0
CISH	1984	3	none	0	0	0	0	0	2	0	0	0	0	0	1	0.069354024286248	0.257385944727254	0.007529661	0.200316502425651	0.183779636854162	0.370970598879265	0.315249475066309	0.968749031250969	0.370970598879265	0.200316502425651	0.143719486763922	0.299547203307926	0.252263775602682	0.968358031641968	0.299547203307926	NA	NA	0
CIT	1985	12	none	0	0	0	0	0	4	1	0	0	0	0	1	0.142103296238829	0.999936738430193	0.052265366	1.60238863939476	1.46332899523496	0.386655017046302	0.338287444619205	0.238886761113239	0.284106062227249	0.6121884	1.14435361698328	1	1	0.627921372078628	0.920118506839007	NA	NA	0
CITED1	1986	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037040538100031	0.048176102955529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CITED2	1987	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051405165164738	0.123019034279039	0.215063969	0.167510304966019	0.214093381696442	1	0.369660538688638	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CITED4	18696	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031098570167807	0.027968717501359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CIZ1	16744	9	none	0	0	0	0	0	1	0	0	0	0	0	0	0.244082704683624	0.933046754528102	0.03717962	0.2821352	0.486863226520598	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CKAP2	1990	13	none	0	0	0	0	0	1	0	0	0	0	0	0	0.158498120482237	0.736948791782419	0.009926591	0.09808399670007	0.235352881761107	1	1	NA	1	0.09808399670007	0.184050833672926	1	1	NA	1	NA	NA	0
CKAP2L	26877	2	none	0	1	0	0	0	1	0	0	0	0	0	2	0.014942772501823	0.783758417362947	0.037861808	0.839259661011547	0.266779246896633	0.052716125664369	0.418302579845284	NA	0.052716125664369	0.839259661011547	0.208626902847106	0.031607297054499	0.324751618497449	NA	0.031607297054499	NA	NA	0
CKAP4	16991	12	none	0	0	1	0	0	0	0	0	0	0	0	0	0.115213466579017	0.44421761129996	0.201864317	0.507486701469928	0.659381470691227	1	1	NA	1	0.507486701469928	0.515649982617958	1	1	NA	1	NA	NA	0
CKAP5	28959	11	none	0	1	0	0	0	6	0	0	1	0	0	1	0.021420342140063	0.999859377510243	0.081481023	2.31472418688258	1.04214730090153	0.031571154997133	0.144777005145503	0.22019577980422	0.031571154997133	1.54111200074249	0.814980798644356	0.097803594431423	0.170378274040122	0.044098955901044	0.044262452832963	NA	NA	0
CKB	1991	14	none	0	0	0	0	0	1	1	1	0	0	0	0	0.000177566232406	0.322051930465721	NA	1.10670207878952	0.346391938440022	0.029260041757793	0.401463747525297	NA	0.029260041757793	0.706325139394758	0.270885678434904	0.082803643897118	0.31102708502447	NA	0.082803643897118	NA	NA	0
CKLF	13253	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.039426300269166	0.058104010343565	0.006433164	0.2326709	0.068782122007937	0.106212089761369	0.077555624506652	NA	0.106212089761369	0.2326709	0.053789045634901	0.081101777325071	0.058746927569883	NA	0.081101777325071	NA	NA	0
CKLF-CMTM1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024870616183158	0.062914970048296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CKM	1994	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084240726228283	0.385442316370667	0.010045423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CKMT1A	31736	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.15912710750462	0.740309514551541	0.01420245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CKMT1B	1995	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.159084596095831	0.740083293222479	0.051908851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CKMT2	1996	5	none	0	0	0	0	0	2	0	0	0	0	0	0	0.129699965719564	0.553557168016874	0.00450389	0.28527156443687	0.30857324665519	1	0.371580131322706	0.721088278911721	0.62081762705184	0.09808399670007	0.241310677273528	1	1	NA	1	NA	NA	0
CKS1B	19083	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027678379643831	0.080934638156229	0.200478983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CKS2	2000	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.032599235053815	0.032467296851022	0.059224888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLASP1	17088	2	none	0	2	0	0	0	6	0	0	0	0	0	1	0.016566329365887	0.999426980755694	0.136212349	3.54540189862427	1.21467871255449	0.004214594903673	0.018335716633148	0.605438394561606	0.004214594903673	3.54540189862427	0.949903940064508	0.000995171149205	0.006504350430228	0.606047393952606	0.000995171149205	NA	NA	0
CLASP2	17078	3	none	0	0	0	0	0	4	0	0	1	0	0	2	0.091337218284314	0.998962315474336	0.06760937	1.08926709340014	0.999837684571659	0.394552626717813	0.322746478747162	0.66041033958966	0.394552626717813	0.99018309670007	0.781893801367653	0.304628217618991	0.261184247683783	0.43997656002344	0.304628217618991	NA	NA	0
CLASRP	17731	19	none	0	0	1	0	0	2	0	0	0	0	0	0	0.232882285462112	0.910389460889598	0.106015212	0.488255436938328	0.678155550818101	1	1	0.411882588117412	0.7772294254118	0.488255436938328	0.530331702565201	1	1	0.411270588729411	0.776686116683207	NA	NA	0
CLBA1	20126	14	none	0	0	0	0	0	0	0	0	0	0	0	1	0.083793196769365	0.381541042894783	0.003473707	0.001	0.129654063523146	1	1	NA	1	0.001	0.101392166103747	1	1	NA	1	NA	NA	0
CLC	2014	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.048174795285935	0.10316448749221	0.007445803	0.196167993400139	0.074561786205613	0.069905453813732	0.013795378116202	0.43969956030044	0.037032358630121	0.09808399670007	0.058308862881124	0.158104292107922	0.110828737640083	NA	0.158104292107922	NA	NA	0
CLCA1	2015	1	none	0	0	0	0	0	4	0	0	0	0	0	0	0.224303650797952	0.889089827126903	0.016349351	0.628730707901685	0.408991335250626	0.247667809271181	0.067268370018547	0.3004316995683	0.099059133418755	0.431616157573271	0.319839704764223	0.2871608177031	0.125210537546615	0.694136305863694	0.2871608177031	NA	NA	0
CLCA2	2016	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.232082448396383	0.908556198059631	0.005824043	0.09808399670007	0.400495261556404	1	1	NA	1	0.09808399670007	0.313195598965868	1	1	NA	1	NA	NA	0
CLCA4	2018	1	none	0	0	0	0	0	1	0	0	0	0	0	1	0.199121952202475	0.896764229066532	0.002348089	0.09908399670007	0.341898478229632	1	1	NA	1	0.001	0.267371699376692	1	1	NA	1	NA	NA	0
CLCC1	29675	1	none	0	0	0	0	0	0	0	0	0	0	0	1	0.138738002848798	0.61691692237823	0.015093739	0.001	0.248322254192366	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CLCF1	17412	11	none	0	0	0	0	0	2	0	0	0	0	0	0	0.059630341193705	0.180244970097575	0.27634738	0.780685987118327	0.216180435750632	0.089644099252023	0.022529582819571	0.687269312730687	0.080020052827027	0.780685987118327	0.169057583344431	0.066445356207951	0.013611779976827	0.686559313440687	0.053014755123595	NA	NA	0
CLCN1	2019	7	none	0	0	0	0	0	4	0	0	0	0	0	0	0.246085278842485	0.936544425508209	NA	0.762784393400139	0.541719248250886	0.258884003188206	0.11576900046634	0.17019282980717	0.097076584298737	0.762784393400139	0.423635684896564	0.166268191327092	0.062691674075904	0.16969683030317	0.058972495500002	NA	NA	0
CLCN2	2020	3	discordant	0	0	0	0	0	1	0	0	0	0	0	0	0.232464262728843	0.909435112039373	0.014841122	0.2494665	0.592734923121864	1	1	NA	1	0.2494665	0.463531000476005	1	1	NA	1	NA	NA	0
CLCN3	2021	4	none	0	0	0	0	0	2	0	0	0	0	0	0	0.208097432991751	0.838038897329785	0.126871853	0.5906654	0.469981261569929	0.329659681796714	0.16576939868656	0.446370553629446	0.266658957034749	0.5906654	0.36753509179633	0.235788660250545	0.102176835159331	0.446297553702446	0.186409775265442	NA	NA	0
CLCN4	2022	X	discordant	0	0	0	0	0	11	0	0	0	0	0	1	0.116555739028928	0.454620826820767	0.227610896	8.8627357228236	0.79463349061737	1.30E-09	3.08E-10	0.207162792837207	1.30E-09	8.8617357228236	0.605240320054212	6.72E-11	1.44E-11	0.207031792968207	6.72E-11	NA	NA	1
CLCN5	2023	X	none	0	0	0	0	0	0	0	0	1	0	0	0	0.012602744238641	0.714924573886475	0.168825414	0.8788616	0.452507138514634	0.204469549955041	1	NA	0.204469549955041	0.8788616	0.344656459330242	0.14355351876215	1	NA	0.14355351876215	NA	NA	0
CLCN6	2024	1	none	0	0	0	0	0	2	0	0	0	0	0	1	0.232223871135802	0.908882551982121	0.021562547	0.6053305	0.620744244753048	1	0.304091544047482	0.889283110716889	0.624074133399463	0.6053305	0.485434870776033	0.327860060665912	0.196482546138187	0.88968111031889	0.327860060665912	NA	NA	0
CLCN7	2025	16	none	0	0	0	0	0	4	0	0	0	0	0	0	0.218476105217905	0.872444009938477	0.080931158	0.881602004183969	0.596482395210273	0.219536992526369	0.103080818796948	0.028830971169029	0.020264177077486	0.881602004183969	0.46646160135447	0.129378067279409	0.050204995245207	0.028739971260029	0.010880989002152	NA	NA	0
CLCNKA	2026	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.177611047374098	0.826139946480713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLCNKB	2027	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.185112747510284	0.854100743664178	0.003394337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN1	2032	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055968528678975	0.153679349073594	0.024429308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN10	2033	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053256043789616	0.135103476687872	0.019795118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN11	8514	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.045783855836629	0.08954396874652	0.056475522	0.132010403210661	0.144555575744019	1	0.336937063936025	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN12	2034	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052830661871796	0.132282354560444	0.24974504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN14	2035	21	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051804308727955	0.125582795468061	0.007958364	0.126734144365226	0.136343422007816	1	0.306823973081668	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
CLDN15	2036	7	none	0	0	0	0	0	1	0	0	0	0	0	0	0.060219264605713	0.184663349943343	0.251388697	0.190478330908228	0.251042864186096	1	0.346266652567758	NA	1	0.190478330908228	0.196320725267303	1	0.281608071343165	NA	1	NA	NA	0
CLDN16	2037	3	none	0	0	0	0	0	0	0	0	0	0	0	1	0.078996796554427	0.33974925678636	0.015769662	0.001	0.147708685814556	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
